QnA,"Consignes d’isolement, symptômes et traitements","Est-ce qu'un foulard est suffisant pour se protéger du coronavirus?",N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce que la COVID-19 meurt au micro-onde?,N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,Services de santé,Depuis quand les visites non essentielles dans les établissements de soins aux aînés sont interdites ?,N/A,"*   votre situation ne correspond pas à la définition des personnes proches aidantes autorisées à offrir cette implication; *   vous êtes soumis à un isolement obligatoire, vous présentez des symptômes ou cohabitez avec une personne qui vit l’une ou l’autre de ces situations; *   vous adoptez des comportements qui nuisent à votre sécurité, à celle du résident que vous soutenez, à celle des autres résidents et à celle des membres du personnel; *   le milieu de vie est confronté à une situation particulière et il a été convenu, avec l’autorisation préalable du ministère de la Santé et des Services sociaux, de suspendre temporairement les visites des personnes proches aidantes."
QnA,"Consignes d’isolement, symptômes et traitements",Dois-je prendre des mesures particulières dans un lieu public?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,"Consignes d’isolement, symptômes et traitements",Comment assurer la propreté de mon environnement?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,"Sports, loisirs et culture",Peut-on être deux dans une roulotte?,N/A,"Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ."
QnA,"Consignes d’isolement, symptômes et traitements",Comment désinfecter une maison après une visite?,N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Consignes d’isolement, symptômes et traitements","Qu'impose le gouvernement Canadien dans la Loi sur la mise en quarantaine par le gouvernement du Canada?",N/A,"*   Privilégiez les produits du Québec au moment de vos achats. Diverses inscriptions facilitent le repérage de ces produits en magasin. Vous pouvez notamment vous renseigner sur le site [Aliments du Québec]( ) . *   Faites vos achats dans des commerces locaux consacrés à l’alimentation ou directement auprès des entreprises agricoles ou de transformation locales. [Le Panier bleu ]( ) est une nouvelle plateforme de référence qui facilite le repérage des commerces locaux. Vous pouvez aussi consulter la page [Savourez votre région]( ) . *   Cultivez votre intérêt pour les produits d’ici en essayant de nouvelles recettes à base de produits locaux. Voici quelques exemples dans le blogue [Recettes 100% Québec ]( ) du site Aliments du Québec. *   Éviter le gaspillage alimentaire à la maison. Voyez quelques manières et astuces ici dans la section [Gaspillage alimentaire : comment l'éviter? ]( )"
QnA,À propos de la COVID-19,écouter le point de presse,N/A,"Dans un contexte de pandémie, de nombreuses personnes vivront des réactions de stress, d’anxiété et de déprime. Pour vous aider à minimiser les répercussions de telles réactions dans votre vie, consultez la page [Stress, anxiété et déprime associés à la maladie à coronavirus COVID‑19]( ). Aucun traitement spécifique ni vaccin n’existe pour la COVID‑19. Des traitements de support peuvent toutefois être offerts. La plupart des personnes atteintes de la COVID‑19 se rétablissent par elles-mêmes. La COVID-19 se transmet d’une personne à une autre par le contact avec les gouttelettes qui sont projetées dans l’air quand une personne malade parle, tousse ou éternue. Elle peut aussi se propager par des mains infectées portées à la bouche, au nez ou aux yeux après avoir eu un contact avec une personne ou une surface infectée."
QnA,Transports et déplacements,"Est-il possible d'utiliser l'autobus?",N/A,"Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ."
QnA,Transports et déplacements,Est-ce que le covoiturage est permis?,N/A,"Oui, car les livraisons de colis sont considérées comme des services prioritaires. Les livreurs ne doivent cependant pas présenter de symptômes de la COVID-19."
QnA,Transports et déplacements,Les services postaux sont toujours actifs?,N/A,"Oui, car les livraisons de colis sont considérées comme des services prioritaires. Les livreurs ne doivent cependant pas présenter de symptômes de la COVID-19."
QnA,Services de santé,"Ma mère va mourir elle est à l'hôpital dans une région à accès restreint. C'est tu possible d'aller la voir ?",N/A,"Les sorties sont permises, comme pour se présenter à un rendez-vous médical. En effet, protéger leur santé signifie aussi maintenir leurs suivis médicaux habituels et consulter en cas de besoin. Plusieurs cliniques offrent d’ailleurs des consultations téléphoniques. Avant de vous rendre à votre rendez-vous, vérifiez qu'il n’a pas été annulé en raison de la pandémie. Si ce n’est pas le cas et que vous êtes incapable d’y aller seul, une personne pourra vous accompagner si : *   elle n’a pas de [symptômes de la COVID-19]( ); *   elle n’a pas été en contact avec une personne qui est atteinte de la COVID-19 ou qui pense l’être. L’accompagnateur devra garder une distance d’au moins 2 mètres de vous tout au long du trajet et il devra suivre toutes les recommandations pour prévenir la propagation du virus."
QnA,"Sports, loisirs et culture","Louer en entier une unité familiale à deux soeurs qui n'ont pas la même adresse",N/A,"Il n’y a pas de recette unique. Nous faisons appel à la collaboration et au bon jugement des parents. Lorsque le changement de garde apparaît nécessaire, il faut s’assurer que chacune des familles ait respecté les consignes d’hygiène émises par la Santé publique. Il faut aussi respecter les jugements et les ordonnances des tribunaux. Pour toute situation particulière, vous pouvez téléphoner à la Clinique d’assistance juridique COVID-19 mise en place par le ministère de la Justice du Québec et le Barreau du Québec au [1 866 699-9729](tel:+1-866-699-9729) (sans frais)."
QnA,Transports et déplacements,Les taxis sont-ils des services essentiels ?,N/A,"Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ."
QnA,Transports et déplacements,Est-il autorisé de se déplacer en voiture avec des personnes qui ne viennent pas du même ménage?,N/A,"Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ."
QnA,Services de santé,"C'est tu grave d'aller porter de la bouffe à nos parents s'ils sont encore dans leur maison",N/A,"*   Les autres membres de la maisonnée doivent se limiter aux déplacements essentiels et ils doivent appliquer les mesures d’hygiène des mains de façon stricte avant, pendant et après leurs déplacements; *   Il est recommandé de nettoyer et désinfecter souvent les objets et surfaces fréquemment touchés comme les poignées de porte, les robinets, les interrupteurs et les rampes d’escalier. Si votre proche hébergé en RPA ou un membre de votre maisonnée est dans l’une des situations suivantes, il ne sera pas possible, temporairement, d’accueillir chez vous la personne hébergée : *   La personne qui souhaite quitter un milieu de vie ou une des personnes de la maisonnée d’accueil présente un ou des symptômes associés à la COVID‑19 (toux inhabituelle, fièvre, difficulté respiratoire, perte subite de l’odorat sans congestion nasale accompagnée ou non de perte de goût);"
QnA,À propos de la COVID-19,mourir du covid-19,N/A,"En décembre 2019, l'Organisation mondiale de la Santé a été alertée de plusieurs cas de pneumonie à Wuhan, en Chine. Le virus responsable de la maladie ne correspondait à aucun autre virus connu. Le 7 janvier 2020, la Chine a confirmé avoir détecté un nouveau virus de la famille des coronavirus responsable de cette nouvelle maladie nommée la COVID‑19. Pour en savoir plus, consultez la page sur la [Situation du coronavirus (COVID‑19) au Québec]( ). Certains virus de la famille des coronavirus causent des maladies chez les animaux et d’autres, chez les humains. Les coronavirus qui causent des maladies chez les humains peuvent se transmettre par contact étroit de personne à personne. Dans de rares cas, les coronavirus infectant les animaux peuvent aussi infecter les personnes."
QnA,Famille et habitation,Quelles sont les bonnes pratiques sanitaires à mettre en place lors d’un déménagement?,N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,Services de santé,"J'ai un parent qui va mourir et qui habite dans une autre région que la mienne. Ils viennent de fermer sa région est-ce que je peux y aller quand même ?",N/A,"Le gouvernement du Québec demande d’annuler les voyages qui ne sont pas essentiels. Si une personne part tout de même en voyage, il est d’abord conseillé de consulter les [Conseils aux voyageurs et avertissements ]( ) du Gouvernement du Canada. Un isolement obligatoire est demandé à toutes les personnes qui reviennent de l’étranger."
QnA,Famille et habitation,"Est-ce que je peux engager, chez moi,  une personne qui offre un service essentiel et dont le soutien est requis?",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,Municipalités,Est-ce que tous les projets des municipalités ayant adopté une politique de participation publique peuvent utiliser le processus de transmission de commentaires écrits?,N/A,"Le Ministère recommande que cet avis public : *   décrive le projet qui devait faire l’objet d’une assemblée, mais qui fait plutôt l’objet d’un appel de commentaires écrits; *   précise l’adresse Web à laquelle une présentation détaillée du projet est diffusée; *   indique que toute personne peut transmettre des commentaires écrits, par courriel ou par courrier, pendant 15 jours suivant la publication de l’avis. Par ailleurs, en plus de la consultation écrite qui est obligatoire, une municipalité peut prévoir toute autre mesure de consultation qui n’implique pas le déplacement ou le rassemblement de citoyens, comme une consultation par visioconférence. Pendant l’état d’urgence sanitaire, un projet initialement suspendu par une municipalité pourrait être relancé ultérieurement si un avis public était donné pour annoncer que l’assemblée publique est remplacée par la consultation écrite décrite précédemment."
QnA,Services de santé,"Pour qui le confinement est obligatoire dans les ressources d'hébergement ?",N/A,"Le gouvernement du Québec a annoncé la fermeture des établissements d'hébergement touristique jusqu'à nouvel ordre. Cependant, deux types d'hébergement font exception, soit certains terrains de camping faisant l'accueil de voyageurs n'ayant pas d'autre option de logement et disposant d’installations sanitaires suffisantes, ainsi que les hôtels. Les autres types d'hébergement touristique, tel que les chalets, les résidences secondaires en location, les « Bed & Breakfast » et les auberges doivent être fermés."
QnA,À propos de la COVID-19,Liste du nombre de cas confirmés de coronavirus par région au Québec.,N/A,"en date du 6 juin 2020, 11 h"
QnA,"Consignes d’isolement, symptômes et traitements",Où est-ce que je peux aller me faire tester pour la covid?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,Famille et habitation,"Est-ce que l'entretien ménager résidentiel est permis?",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,Soutien aux personnes,Les employés de 70 ans et plus peuvent-ils aller travailler?,N/A,La plupart des personnes infectées guérissent sans traitement particulier. Il existe des groupes de personnes à risque de décéder à la suite des complications respiratoires graves si elles sont infectées par le coronavirus. Il pourrait s’agir d’une pneumonie ou d’un syndrome respiratoire aigu. **Les personnes infectées au coronavirus (COVID-19) à risque de décès sont :** *   les personnes âgées de 70 ans et plus; *   les personnes avec les conditions suivantes :     *   maladies chroniques cardiaques;     *   maladies chroniques pulmonaires;     *   les personnes atteintes d’un cancer et celles qui ont un système immunitaire affaibli ou déficient;     *   les personnes atteintes de diabète. *   maladies chroniques cardiaques; *   maladies chroniques pulmonaires;
QnA,Municipalités,"Les citoyens ont-ils des moyens pour s'opposer à des demandes de dérogation mineure ou d'usage conditionnel ?",N/A,"*   utiliser ces renseignements uniquement pour communiquer aux citoyens :     *   les directives prises par le gouvernement pour limiter la propagation de la COVID-19, dans le cas où ces directives semblent incomprises;     *   la mise en place de services d’aide destinés à soutenir les citoyens vulnérables. *   communiquer ou permettre que soient communiqués ces renseignements aux seules personnes qui ont dûment été autorisées par le conseil; *   inscrire dans un registre, conformément à la Loi sur l’accès aux documents des organismes publics et sur la protection des renseignements personnels (art. 67.3) :     *   la communication des renseignements personnels se fait au bénéfice de la personne concernée;     *   les personnes qui auront accès aux renseignements aux fins de l’utilisation prévue."
QnA,"Sports, loisirs et culture",Ouverture des zec,N/A,"Dans toutes les régions du Québec, à l’exception de la communauté métropolitaine de Montréal et de la MRC de Joliette, les commerces de vente au détail peuvent ouvrir, y compris ceux situés dans les centres commerciaux. Sur les territoires de la communauté métropolitaine de Montréal et de la MRC de Joliette, les commerces de vente au détail qui exercent des activités ou qui offrent des services jugés prioritaires ainsi que ceux qui disposent d’une porte extérieure habituellement utilisée par la clientèle peuvent ouvrir. La date de réouverture des centres commerciaux situés dans ces régions n’a pas encore été annoncée. Les entreprises de la chaîne d’approvisionnement de ces commerces peuvent également exercer leurs activités."
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce que le coronavirus demeure longtemps sur les objets qui nous entourent ?,N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,Famille et habitation,Secteur de la construction,N/A,"Les activités du secteur de la construction sont autorisées dans l’ensemble des régions du Québec, ainsi que les fournisseurs de biens et de services requis pour ce secteur. Les courtiers immobiliers, les arpenteurs-géomètres, les inspecteurs et les évaluateurs en bâtiment et les évaluateurs agréés peuvent aussi exercer leurs activités."
QnA,Famille et habitation,"Je dois vider le logement de ma fille, est-ce permis?",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,À propos de la COVID-19,Quand est-ce que je peux me faire vacciner?,N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,Soutien aux personnes,Est-ce que mon conjoint peut être présent  quand je vais accoucher ?,N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Consignes d’isolement, symptômes et traitements","Quels sont les conseils d'entretien de notre  maison lorsqu'une personne du foyer est atteinte de covid?",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Commerces, lieux publics et services prioritaires",carwash,N/A,"*   S’asseoir le plus loin possible du chauffeur. *   Porter un masque en tout temps pendant le transport en taxi. En l’absence d’un masque, elle devra se couvrir la bouche et le nez avec un mouchoir en papier ou en tissu. *   Ouvrir les fenêtres du véhicule si les conditions météorologiques le permettent. *   Utiliser une solution hydroalcoolique pour nettoyer ses mains après s’être mouchée. *   Limiter ses contacts avec les surfaces intérieures du taxi. Les chauffeurs de taxi devraient se laver les mains régulièrement à l'eau tiède courante et au savon pendant au moins 20 secondes : *   avant de manger; *   avant de fumer; *   après être allé aux toilettes; *   après s’être mouché;"
