Est-ce qu’une personne peut choisir le CHSLD où elle veut être hébergée?,"La personne peut toujours exprimer son choix d’hébergement. Toutefois, en période de pandémie, l’établissement accordera priorité à la réponse aux besoins de la personne à héberger et à la disponibilité des places en CHSLD. Si le milieu d’hébergement retenu ne correspond pas au milieu souhaité par la personne, le transfert vers le CHSLD de son choix pourra être organisé quand la période de la pandémie sera terminée."
"Pendant la pandémie, est-ce que je peux accompagner un de mes proches au moment de son accueil?","Afin de limiter la possibilité la propagation de la COVID‑19 dans les CHSLD du Québec, toutes les visites sont temporairement interdites, sauf pour des raisons humanitaires, comme en situation de fin de vie imminente. Des personnes désignées par le CHSLD auront la responsabilité de contacter régulièrement les familles ou les proches pour les tenir informés de l’état de santé, du bien-être et de l’adaptation du résident à son nouveau milieu de vie. De plus, il est important de maintenir le lien entre le résident et ses proches. Au besoin, le personnel du CHSLD pourra aider le résident à utiliser le téléphone ou tout autre outil de communication pour lui permettre de rester en contact avec l’extérieur."
"Est-ce qu'on peut aller visiter le logement d'une personne en isolement?","Le confinement est l’une des mesures qui permettra de réduire la propagation de la COVID-19. Les personnes âgées de 70 ans et plus ainsi que celles ayant un système immunitaire affaibli ou souffrant de maladies chroniques sont invitées à rester à la maison, sauf en cas de nécessité ou d’exception, comme pour se présenter à un rendez-vous médical important. Les visites dans les hôpitaux, les CHSLD, les ressources intermédiaires, les ressources de type familial ainsi que les résidences privées pour aînés sont interdites jusqu’à nouvel ordre. Pour les personnes en bonne santé, il est recommandé d’éviter le plus possible les rassemblements, notamment dans des lieux fermés, et de respecter les consignes sanitaires de base."
"Est-ce que des personnes sont désignées pour communiquer avec la famille d'un résident en CHSLD?","Le personnel des CHSLD comprend qu’il est important de maintenir le lien entre le résident et ses proches. Au besoin, il pourra aider le résident à utiliser le téléphone ou tout autre outil de communication pour lui permettre de rester en contact avec ses proches. De plus, des personnes désignées par le CHSLD auront la responsabilité de contacter régulièrement les familles ou les proches pour les tenir informés de l’état de santé et du bien-être du résident."
"Ma mère veut choisir où elle va aller en CHSLD, est-ce quelle peut?","La personne peut toujours exprimer son choix d’hébergement. Toutefois, en période de pandémie, l’établissement accordera priorité à la réponse aux besoins de la personne à héberger et à la disponibilité des places en CHSLD. Si le milieu d’hébergement retenu ne correspond pas au milieu souhaité par la personne, le transfert vers le CHSLD de son choix pourra être organisé quand la période de la pandémie sera terminée."
"Qui va me tenir informer de l'état de santé d'un résident en CHSLD?","Le personnel des CHSLD comprend qu’il est important de maintenir le lien entre le résident et ses proches. Au besoin, il pourra aider le résident à utiliser le téléphone ou tout autre outil de communication pour lui permettre de rester en contact avec ses proches. De plus, des personnes désignées par le CHSLD auront la responsabilité de contacter régulièrement les familles ou les proches pour les tenir informés de l’état de santé et du bien-être du résident."
"En période de pandémie, est-ce que c'est l'établissement qui accorde les priorités ?","Une pandémie est arrivée à son pic quand, à la suite d’une forte augmentation des cas, le nombre de nouveaux cas cesse d’augmenter et se met à diminuer."
La fin des baux approche et les propriétaires veulent tout de même faire visiter les logements. Doit-on limiter les visites?,"Dans le contexte actuel, les autorités de santé publique recommandent la suspension des visites aux logements pour le moment. Si, malgré cela, il y a une visite, il y a des mesures de précaution à prendre. En premier lieu, il est important de reporter toutes les visites des logements dont les locataires sont atteints de la COVID‑19 ou s’ils sont en isolement en raison de symptômes grippaux ou d’un retour de voyage. *   partager toute information pertinente sur les logements afin de s’assurer de l’intérêt des visiteurs; *   vérifier que les visiteurs n’ont pas voyagé dans les 14 derniers jours et qu’ils ne ressentent aucun symptôme grippal; *   demander aux visiteurs qu’ils se lavent les mains avant d’entrer dans les logements; *   limiter le nombre de personnes, préférablement à un seul visiteur à la fois;"
Les déménageurs font-ils partie des services essentiels ?,"La liste des services et activités prioritaires inclut la production horticole, mais elle exclut les activités de vente au détail. Comme c’est le cas pour toutes les entreprises du Québec, il est permis aux centres jardin de faire du commerce en ligne ou par téléphone. La livraison à domicile est permise dans le respect des directives de santé publique. Le ramassage en magasin n'est pas permis afin de respecter les directives de santé publique. Les centres jardin ne peuvent donc pas inviter les clients à leur commerce pour un ramassage des produits achetés en ligne ou au téléphone."
"La visite virutelle étant de mauvaise qualité, puis-je avoir une visite à la place ?","Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne n’est pas considérée comme un visiteur."
Est-il encore possible de visiter une résidence privée pour aînés avant de décider d’y emménager et de signer un bail?,"En période de pandémie, toutes les visites sont interdites dans les résidences privées pour aînés. Les visites virtuelles sont à privilégier lorsqu’un nouveau résident désire connaître son futur milieu de vie avant de signer un bail."
"Est-ce que je peux déménager ma mère, moi-même sans déménageur ?","En période de pandémie, toutes les visites sont interdites dans les résidences privées pour aînés. Les visites ayant pour but d’accompagner ou d’aider la personne qui emménage dans son nouveau domicile sont alors aussi interdites. Des règles strictes de prévention et de contrôle des infections devront être respectées par les déménageurs et le résident."
"Pour permettre au résident de rester en contact avec l'extérieur, est-ce que le personnel du CHLSD pourra l'aider à utiliser le téléphone?","Le personnel des CHSLD comprend qu’il est important de maintenir le lien entre le résident et ses proches. Au besoin, il pourra aider le résident à utiliser le téléphone ou tout autre outil de communication pour lui permettre de rester en contact avec ses proches. De plus, des personnes désignées par le CHSLD auront la responsabilité de contacter régulièrement les familles ou les proches pour les tenir informés de l’état de santé et du bien-être du résident."
Comment faire pour rester en contact avec mon parent ou mon proche qui est hébergé en CHSLD?,"Le personnel des CHSLD comprend qu’il est important de maintenir le lien entre le résident et ses proches. Au besoin, il pourra aider le résident à utiliser le téléphone ou tout autre outil de communication pour lui permettre de rester en contact avec ses proches. De plus, des personnes désignées par le CHSLD auront la responsabilité de contacter régulièrement les familles ou les proches pour les tenir informés de l’état de santé et du bien-être du résident."
Est-ce que toutes les visitent sont interdites dans les CHSLD du Québec?,"Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne n’est pas considérée comme un visiteur."
"Je suis propriétaire d'un animal qui est en pension, je veux aller le chercher.",Non. Les pensions ne peuvent pas prendre en charge de nouveaux animaux avant la fin de l’ordonnance prescrite par le gouvernement.
Quels soins dois-je m’assurer de fournir aux animaux dont je suis responsable alors que mon entreprise est fermée?,"L’ordonnance de fermeture des commerces et des services non prioritaires prescrite par le gouvernement, qui prenait effet à compter du mercredi 25 mars à 0 h 01, concerne l’ensemble des commerces et des services non prioritaires comme les services de pension, les activités d’éducation (ex. : maternelles de chiots et cours pour animaux), les services de toilettage et les autres activités connexes (ex. : centre d’agilité). Vous pouvez consulter la page ​[Réduction au minimum des services et activités non prioritaires]( ) .​ Les animaux sont des êtres sensibles qui ont des besoins essentiels. Le propriétaire ou le gardien des animaux doit assurer [leur sécurité et leur bien-être]( ) , en leur fournissant les soins requis (ex. : alimentation et hébergement), malgré la fermeture de son commerce."
Est-ce possible que les épiceries ne soit plus approvisionnées?,"Vous pouvez apporter vos sacs réutilisables chez les détaillants, mais vous devrez emballer vos achats. Pour limiter les manipulations et la propagation du virus, l’Institut national de santé publique du Québec (INSPQ) recommande de ne pas offrir le service d’emballage en général. Une entreprise peut toutefois choisir d’offrir le service d’emballage uniquement au moyen des sacs ou des boîtes qu’elle possède. Elle limite de cette façon le contact des travailleurs avec des objets potentiellement contaminés. Tout en permettant d’augmenter la cadence du service à la clientèle, il est possible de réduire ainsi la présence de personnes autour des caisses."
est-ce que les animaux peuvent avoir le covid,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
Les aliments peuvent-ils transmettre le coronavirus ?,"La transmission du virus par l’ingestion d’aliments est écartée. De plus, le coronavirus ne peut pas se multiplier dans les aliments. Il est possible de contracter la COVID-19 en touchant une surface ou un objet où se trouve le virus, puis en portant la main à sa bouche, à son nez, à ses yeux, mais ce n’est pas le principal mode de transmission. Il est donc important de toujours observer les règles d’hygiène de base : bien se laver les mains avant de manger et de cuisiner, bien laver les aliments avant de les consommer, tousser ou éternuer dans le pli du coude."
"Est-il recommandé de fabriquer à la maison un nettoyant ménager à base d'eau de Javel?","Pour le nettoyage des surfaces à la maison, une solution de 0,1 % d’hypochlorite de sodium est recommandée. Cela correspond à 4 cuillères à thé (20 millilitres) d’une solution d’eau de Javel domestique dans 1 litre d’eau. Il faut renouveler la solution diluée chaque jour. Il ne faut pas mélanger l’eau de Javel à d’autres nettoyants. Une solution de 0,1 % d’hypochlorite est suffisante pour éliminer un virus tel que le coronavirus, moins résistant que d’autres microorganismes pathogènes. Cela correspond à la littérature scientifique existant actuellement en lien avec les coronavirus et est en conformité avec les recommandations du [CDC (Centers for Disease Control and Prevention)]( ) . Dans le contexte actuel et selon les données scientifiques disponibles, la mesure de dilution proposée habituellement  (1 : 200) devrait être modifiée à une mesure de 1 : 50 (qui équivaut à une solution de 0,1% d’hypochlorite de sodium),par mesure de précaution."
Quels soins dois-je m’assurer de fournir aux animaux dont je suis responsable alors que mon entreprise est fermée?,"L’ordonnance de fermeture des commerces et des services non prioritaires prescrite par le gouvernement, qui prenait effet à compter du mercredi 25 mars à 0 h 01, concerne l’ensemble des commerces et des services non prioritaires comme les services de pension, les activités d’éducation (ex. : maternelles de chiots et cours pour animaux), les services de toilettage et les autres activités connexes (ex. : centre d’agilité). Vous pouvez consulter la page ​[Réduction au minimum des services et activités non prioritaires]( ) .​ Les animaux sont des êtres sensibles qui ont des besoins essentiels. Le propriétaire ou le gardien des animaux doit assurer [leur sécurité et leur bien-être]( ) , en leur fournissant les soins requis (ex. : alimentation et hébergement), malgré la fermeture de son commerce."
"J'ai acheté des fruits pas emballés, est-qu'il y a un risque?","Non, mais les fruits et les légumes frais devraient toujours être lavés avant d’être consommés, comme c’est le cas habituellement. Un lavage à l’eau en frottant les surfaces suffit. Nul besoin d’ajouter un détergent. ​ En réalité, l’emballage des fruits et des légumes augmenterait les manipulations par les exploitants, ce qui n’est pas souhaité. Les consommateurs doivent aussi respecter l’étiquette respiratoire autour des aliments non emballés comme les fruits et les légumes."
"Je suis responsable d’animaux mais mon entreprise étant fermée, quels soins dois-je m’assurer de leur fournir?","L’ordonnance de fermeture des commerces et des services non prioritaires prescrite par le gouvernement, qui prenait effet à compter du mercredi 25 mars à 0 h 01, concerne l’ensemble des commerces et des services non prioritaires comme les services de pension, les activités d’éducation (ex. : maternelles de chiots et cours pour animaux), les services de toilettage et les autres activités connexes (ex. : centre d’agilité). Vous pouvez consulter la page ​[Réduction au minimum des services et activités non prioritaires]( ) .​ Les animaux sont des êtres sensibles qui ont des besoins essentiels. Le propriétaire ou le gardien des animaux doit assurer [leur sécurité et leur bien-être]( ) , en leur fournissant les soins requis (ex. : alimentation et hébergement), malgré la fermeture de son commerce."
"est ce qu'on va manquer de bouffe à cause du virus?","La transmission du virus par l’ingestion d’aliments est écartée. De plus, le coronavirus ne peut pas se multiplier dans les aliments. Il est possible de contracter la COVID-19 en touchant une surface ou un objet où se trouve le virus, puis en portant la main à sa bouche, à son nez, à ses yeux, mais ce n’est pas le principal mode de transmission. Il est donc important de toujours observer les règles d’hygiène de base : bien se laver les mains avant de manger et de cuisiner, bien laver les aliments avant de les consommer, tousser ou éternuer dans le pli du coude."
La nourriture est-elle une source ou une voie probable de transmission de la COVID-19?,"La transmission du virus par l’ingestion d’aliments est écartée. De plus, le coronavirus ne peut pas se multiplier dans les aliments. Il est possible de contracter la COVID-19 en touchant une surface ou un objet où se trouve le virus, puis en portant la main à sa bouche, à son nez, à ses yeux, mais ce n’est pas le principal mode de transmission. Il est donc important de toujours observer les règles d’hygiène de base : bien se laver les mains avant de manger et de cuisiner, bien laver les aliments avant de les consommer, tousser ou éternuer dans le pli du coude."
"Le système de distribution d'eau potable est-il contaminé au coronavirus?",Non. Les méthodes de traitement appliquées dans les systèmes de distribution de l’eau potable sont en mesure de neutraliser le virus qui cause la COVID‑19.
"Est-ce qu'un propriétaire d'une pension pour animaux peux prendre en charge de nouveaux animaux ?",Non. Les pensions ne peuvent pas prendre en charge de nouveaux animaux avant la fin de l’ordonnance prescrite par le gouvernement.
"Je dois m'occuper de mon cheval, je dois prendre des précautions?","Évitez les contacts avec les animaux. Si vous ne pouvez éviter les contacts avec un animal, portez un masque si vous en avez à votre disposition, sinon utilisez un mouchoir ou tout autre tissu pour couvrir votre nez et votre bouche. Si vous devez néanmoins prendre soin d’un animal, respectez ces mesures d’hygiène : *   Portez une attention particulière au [lavage des mains]( ) avant de prendre soin de l’animal. *   Respectez les mesures d’hygiène habituelles relatives au contact avec des animaux. Pour en savoir plus, consultez la page [Maladies animales transmissibles à l’humain]( ) . *   Idéalement, isolez les animaux de compagnie dans une pièce ou une cage qui leur est réservée, de façon à limiter les contacts et la contamination de l’environnement. *   Pour les animaux qui sortent à l’extérieur, utilisez une laisse en tout temps ou un espace clôturé."
"Je suis producteur maraîcher. Qu'est-ce que je fais avec ma production de légumes si un de mes gars est contaminé ?",*   Vente en ligne ou par téléphone et livraison directe chez les clients. *   Vente de leurs produits comme intrants à d’autres producteurs agricoles. *   Vente à des centres jardin qui font du commerce en ligne. *   Vente aux grandes surfaces qui sont situées en dehors des centres commerciaux et offrant des services d’épicerie et de quincaillerie qui sont considérés comme prioritaires.
"Est-t'il possible pour un propriétaire d'une pension de prendre de nouveaux animaux comme pensionnaire durant la pandémie de la COVID-19 ?",Non. Les pensions ne peuvent pas prendre en charge de nouveaux animaux avant la fin de l’ordonnance prescrite par le gouvernement.
"Comment participer à l'autonomie alimentaire du Québec?","*   Privilégiez les produits du Québec au moment de vos achats. Diverses inscriptions facilitent le repérage de ces produits en magasin. Vous pouvez notamment vous renseigner sur le site [Aliments du Québec]( ) . *   Faites vos achats dans des commerces locaux consacrés à l’alimentation ou directement auprès des entreprises agricoles ou de transformation locales. [Le Panier bleu ]( ) est une nouvelle plateforme de référence qui facilite le repérage des commerces locaux. Vous pouvez aussi consulter la page [Savourez votre région]( ) . *   Cultivez votre intérêt pour les produits d’ici en essayant de nouvelles recettes à base de produits locaux. Voici quelques exemples dans le blogue [Recettes 100% Québec ]( ) du site Aliments du Québec. *   Éviter le gaspillage alimentaire à la maison. Voyez quelques manières et astuces ici dans la section [Gaspillage alimentaire : comment l'éviter? ]( )"
"Est-ce que les exploitants de commerce de détail ont mis en place plusieurs mesures d'hygiène?","Les commerçants sont fortement encouragés à adopter, de manière encore plus rigoureuse, les meilleures pratiques de nettoyage et d’assainissement des surfaces en contact ou non avec les aliments. Ils peuvent trouver la documentation relative à ces pratiques dans la page [Nettoyage et assainissement]( ) . Les consommateurs doivent miser sur les règles d’hygiène personnelle de base pour leur sécurité : bien se laver les mains, laver les ustensiles utilisés avant de cuisiner et de manger, bien laver les aliments avant de les consommer, tousser ou éternuer dans le pli du  coude. Il n'y a donc pas lieu de faire des dénonciations."
"Est-ce que d'autres personnes peuvent être en contact avec mes animaux, si je pense avoir la COVID-19?","Évitez les contacts avec les animaux. Si vous ne pouvez éviter les contacts avec un animal, portez un masque si vous en avez à votre disposition, sinon utilisez un mouchoir ou tout autre tissu pour couvrir votre nez et votre bouche. Si vous devez néanmoins prendre soin d’un animal, respectez ces mesures d’hygiène : *   Portez une attention particulière au [lavage des mains]( ) avant de prendre soin de l’animal. *   Respectez les mesures d’hygiène habituelles relatives au contact avec des animaux. Pour en savoir plus, consultez la page [Maladies animales transmissibles à l’humain]( ) . *   Idéalement, isolez les animaux de compagnie dans une pièce ou une cage qui leur est réservée, de façon à limiter les contacts et la contamination de l’environnement. *   Pour les animaux qui sortent à l’extérieur, utilisez une laisse en tout temps ou un espace clôturé."
"Que peut faire un propriétaire d'animal qui n'est plus en mesure de lui fournir les soins requis à cause d'une perte d'emploi ou de la fermeture de son entreprise?","La crise sanitaire actuelle pourrait avoir des répercussions sur les animaux de compagnie ou de loisir. Malgré le contexte d’urgence sanitaire, il est primordial que les animaux de compagnie ou de loisir continuent de recevoir les soins de base auxquels ils ont droit (ex. : alimentation suffisante et convenable, logement adéquat). Si le propriétaire d’un animal n’est plus en mesure de lui fournir ces soins ou s’il est dans l’incapacité de payer les soins fournis par le gardien de son animal (ex. : cheval en pension), il doit agir et effectuer des choix responsables afin de limiter les effets négatifs pour son animal. Les refuges pour animaux (ex. : service animalier, SPA ou SPCA) sont considérés comme des services prioritaires. Ils peuvent être joints par les propriétaires qui doivent se départir de leur animal."
Quelle est la solution domestique recommandée pour le nettoyage des surfaces?,"Dans le secteur de l’alimentation, les objets en tissus peuvent être nettoyés en suivant les recommandations du fournisseur de produit. Si possible, utilisez de l’eau chaude et séchez complétement les pièces en tissu. Comme pour toutes les autres surfaces, les fréquences de nettoyage et d’assainissement devraient être augmentées, dans la mesure du possible. Pour plus de détails, consulter le document [COVID-19 : Nettoyage de surfaces]( )  de l'Institut national de la santé publique du Québec (INSPQ)."
"Je m'occupe de plusieurs animaux, que dois-je faire?","L’ordonnance de fermeture des commerces et des services non prioritaires prescrite par le gouvernement, qui prenait effet à compter du mercredi 25 mars à 0 h 01, concerne l’ensemble des commerces et des services non prioritaires comme les services de pension, les activités d’éducation (ex. : maternelles de chiots et cours pour animaux), les services de toilettage et les autres activités connexes (ex. : centre d’agilité). Vous pouvez consulter la page ​[Réduction au minimum des services et activités non prioritaires]( ) .​ Les animaux sont des êtres sensibles qui ont des besoins essentiels. Le propriétaire ou le gardien des animaux doit assurer [leur sécurité et leur bien-être]( ) , en leur fournissant les soins requis (ex. : alimentation et hébergement), malgré la fermeture de son commerce."
Les aliments peuvent-ils transmettre le coronavirus ?,"La transmission du virus par l’ingestion d’aliments est écartée. De plus, le coronavirus ne peut pas se multiplier dans les aliments. Il est possible de contracter la COVID-19 en touchant une surface ou un objet où se trouve le virus, puis en portant la main à sa bouche, à son nez, à ses yeux, mais ce n’est pas le principal mode de transmission. Il est donc important de toujours observer les règles d’hygiène de base : bien se laver les mains avant de manger et de cuisiner, bien laver les aliments avant de les consommer, tousser ou éternuer dans le pli du coude."
"Je suis producteur maraîcher. Qu'est-ce que je fais avec ma production de légumes si un de mes gars est contaminé ?",*   Vente en ligne ou par téléphone et livraison directe chez les clients. *   Vente de leurs produits comme intrants à d’autres producteurs agricoles. *   Vente à des centres jardin qui font du commerce en ligne. *   Vente aux grandes surfaces qui sont situées en dehors des centres commerciaux et offrant des services d’épicerie et de quincaillerie qui sont considérés comme prioritaires.
Le coronavirus est-il transmis par la nourriture?,"La transmission du virus par l’ingestion d’aliments est écartée. De plus, le coronavirus ne peut pas se multiplier dans les aliments. Il est possible de contracter la COVID-19 en touchant une surface ou un objet où se trouve le virus, puis en portant la main à sa bouche, à son nez, à ses yeux, mais ce n’est pas le principal mode de transmission. Il est donc important de toujours observer les règles d’hygiène de base : bien se laver les mains avant de manger et de cuisiner, bien laver les aliments avant de les consommer, tousser ou éternuer dans le pli du coude."
Puis-je être accompagné lors de mon accouchement?,"Selon l’Organisation mondiale de la santé, les femmes enceintes ne sont pas plus à risque de complications liées à la COVID‑19 que les adultes en général. Les scientifiques mentionnent qu’il n’y a aucun risque connu de malformation ou de transmission mère-fœtus. Pour les femmes enceintes, les règles de prévention d’usage s’appliquent. Pour en savoir plus, consultez la page [Informations pour les femmes enceintes]( )."
"Quels sites peuvent me donner de l'information sur le droit familial?","Il est possible de consulter les sites Internet suivants : *   Ministère de la Justice :     *   [La médiation familiale, pour négocier une entente équitable]( ) ;     *   [Les enfants : une responsabilité commune]( ) ;     *   section « [Séparation et divorce]( ) »; *   [Éducaloi]( ) , Section « Séparation et divorce » *   [La médiation familiale, pour négocier une entente équitable]( ) ; *   [Les enfants : une responsabilité commune]( ) ; *   section « [Séparation et divorce]( ) »; [La médiation familiale, pour négocier une entente équitable]( ) ; Vous pouvez communiquer avec le service Info-Social 811 (consultation téléphonique psychosociale 24/7) Communiquez avec le service Info-Social 811 si vous vivez : *   du stress, de l’anxiété;"
Comment obtenir des conseils juridiques liés à ma situation particulière?,"La Clinique d'assistance juridique COVID-19 est une ligne téléphonique de conseils juridiques gratuits destinée aux citoyens ayant des questions concernant leurs droits et obligations dans le contexte de la pandémie actuelle. Des avocats spécialisés dans tous les domaines, comme le droit de la famille, pourront vous répondre : *   [1 866 699-9729](te:+1-866-699-9729) (sans frais) *   [418 838-6415](tel:+418-838-6415) (Capitale-Nationale) *   [514 789-2755](tel:+514-789-2755) (Montréal) *   [819 303-4080](tel:+819-303-4080) (Gatineau)"
"Mon enfant ne veut pas changer de région alors qu'il doit se rendre chez son autre parent","On doit tenter de respecter l’ordonnance de garde ou de droits d’accès dans la mesure du possible. Toutefois, en cette période de pandémie, il est demandé que les déplacements entre les différentes régions soient limités le plus possible. Vous pouvez tenter de convenir de modalités différentes avec l’autre parent afin de minimiser les déplacements et convenir de poursuivre les contacts à l’aide de moyens technologiques. Si le changement de garde implique un déplacement dans l'une des régions sociosanitaires dont l'accès est limité, le parent devra expliquer aux policiers que son déplacement vise à réaliser un échange de garde ou exercer un droit d'accès. Le déplacement devrait ainsi être autorisé, et ce, peu importe que le droit de garde ou le droit d'accès soit prévu à une ordonnance de la Cour ou dans le cadre d'une entente."
La télécommunication est-elle un service essentiel si on a un enfant en garde partagée ?,"Les outils qui seront mis à la disposition des parents et des élèves seront aussi accessibles à ces enfants. Toutefois, leur utilisation demeure optionnelle et ne constitue pas une obligation."
"J'aimerais avoir de l'information sur le droit familial.","Il est possible de consulter les sites Internet suivants : *   Ministère de la Justice :     *   [La médiation familiale, pour négocier une entente équitable]( ) ;     *   [Les enfants : une responsabilité commune]( ) ;     *   section « [Séparation et divorce]( ) »; *   [Éducaloi]( ) , Section « Séparation et divorce » *   [La médiation familiale, pour négocier une entente équitable]( ) ; *   [Les enfants : une responsabilité commune]( ) ; *   section « [Séparation et divorce]( ) »; [La médiation familiale, pour négocier une entente équitable]( ) ; Vous pouvez communiquer avec le service Info-Social 811 (consultation téléphonique psychosociale 24/7) Communiquez avec le service Info-Social 811 si vous vivez : *   du stress, de l’anxiété;"
J’ai 70 ans. J’aimerais garder mes petits-enfants qui ont des parents qui travaillent dans le réseau de la santé et des services sociaux ou pour un service essentiel. Que dois-je faire?,"Si vous avez 70 ans ou plus, vous ne devriez pas proposer de garder vos petits-enfants, car cela augmente vos risques d’être exposé au virus. D’ailleurs, vous devriez éviter les contacts avec toutes les personnes ne vivant pas sous votre toit. C’est pourquoi on vous demande aussi de sortir le moins possible, sauf en cas de nécessité."
